"","Station","Expedition","Vessel","TaxGroup","Taxon","original_id","Dev_stage","Sex","Length","Abundance_m3","Abundance_m2","eventID"
"5898","T20","IYS2022","Tinro","copepod","Aetideidae","Aetideidae","C6","F","",0.159860122,39.9650305,"IYS2022-TINRO-3-20-Bongo-1"
"5899","T20","IYS2022","Tinro","copepod","Racovitzanus antarcticus","Racovitzanus antarcticus","C6","F","",0.319720245,79.93006125,"IYS2022-TINRO-3-20-Bongo-1"
"5900","T20","IYS2022","Tinro","copepod","Scolecithricella minor","Scolecithricella minor","C6","M","",0.63944049,159.8601225,"IYS2022-TINRO-3-20-Bongo-1"
"5901","T20","IYS2022","Tinro","copepod","Neocalanus cristatus","Neocalanus cristatus","C1","","",0.63944049,159.8601225,"IYS2022-TINRO-3-20-Bongo-1"
"5902","T20","IYS2022","Tinro","copepod","Metridia pacifica C5-C6","Metridia pacifica","C6","F","",3.836642937,959.16073425,"IYS2022-TINRO-3-20-Bongo-1"
"5903","T20","IYS2022","Tinro","copepod","Candacia columbiae C5-C6","Candacia columbiae","C6","F","",0.159860122,39.9650305,"IYS2022-TINRO-3-20-Bongo-1"
"5904","T20","IYS2022","Tinro","appendicularian","Oikopleura spp.","Oikopleura","","","3-6mm",4.476083427,1119.02085675,"IYS2022-TINRO-3-20-Bongo-1"
"5905","T20","IYS2022","Tinro","gastropod","Limacina helicina","Limacina helicina","","","sm >1mm",3.197202448,799.300612,"IYS2022-TINRO-3-20-Bongo-1"
"5906","T20","IYS2022","Tinro","thaliacea","Salpa aspera","Salpa aspera","","","10-20mm",0.079930061,19.98251525,"IYS2022-TINRO-3-20-Bongo-1"
"5907","T20","IYS2022","Tinro","copepod","Racovitzanus antarcticus","Racovitzanus antarcticus","C4","","",1.278880979,319.72024475,"IYS2022-TINRO-3-20-Bongo-1"
"5908","T20","IYS2022","Tinro","amphipod","Cyphocaris challengeri","Cyphocaris challengeri","","","5-15mm",0.079930061,19.98251525,"IYS2022-TINRO-3-20-Bongo-1"
"5909","T20","IYS2022","Tinro","ostracod","Ostracoda","Ostracoda","","","1-3mm",1.278880979,319.72024475,"IYS2022-TINRO-3-20-Bongo-1"
"5910","T20","IYS2022","Tinro","chaetognath","Chaetognatha","Sagitta elegans","","","20-35mm",0.059947546,14.9868865,"IYS2022-TINRO-3-20-Bongo-1"
"5911","T20","IYS2022","Tinro","copepod","Oithona similis C6","Oithona similis","C6","F","",1.278880979,319.72024475,"IYS2022-TINRO-3-20-Bongo-1"
"5912","T20","IYS2022","Tinro","copepod","Neocalanus flemingeri/plumchrus","Neocalanus plumchrus/flemingeri","C1","","",28.13538154,7033.845385,"IYS2022-TINRO-3-20-Bongo-1"
"5913","T20","IYS2022","Tinro","copepod","Metridia spp. C1-C4","Metridia sp.","C2","","",3.197202448,799.300612,"IYS2022-TINRO-3-20-Bongo-1"
"5914","T20","IYS2022","Tinro","euphausiid","Thysanoessa inspinata","Thysanoesa inspinata","","","15-25mm",0.019982515,4.99562875,"IYS2022-TINRO-3-20-Bongo-1"
"5915","T20","IYS2022","Tinro","euphausiid","Tessarabrachion oculatum","Tessarabrachion oculatum","","","20mm",0.019982515,4.99562875,"IYS2022-TINRO-3-20-Bongo-1"
"5916","T20","IYS2022","Tinro","copepod","Scolecithricella minor","Scolecithricella minor","C6","F","",0.63944049,159.8601225,"IYS2022-TINRO-3-20-Bongo-1"
"5917","T20","IYS2022","Tinro","copepod","Neocalanus cristatus","Neocalanus cristatus","C4","","",1.278880979,319.72024475,"IYS2022-TINRO-3-20-Bongo-1"
"5918","T20","IYS2022","Tinro","amphipod","Themisto pacifica","Parathemisto pacifica","","","3-10mm",0.119895092,29.973773,"IYS2022-TINRO-3-20-Bongo-1"
"5919","T20","IYS2022","Tinro","copepod","Oithona spp. C3-C5","Oithona spp.","C5","","",5.115523917,1278.88097925,"IYS2022-TINRO-3-20-Bongo-1"
"5920","T20","IYS2022","Tinro","gastropod","Clione limacina","Clione limacina","","","2-8mm",1.278880979,319.72024475,"IYS2022-TINRO-3-20-Bongo-1"
"5921","T20","IYS2022","Tinro","amphipod","Primno abyssalis","Primno macropa","","","5-15mm",0.159860122,39.9650305,"IYS2022-TINRO-3-20-Bongo-1"
"5922","T20","IYS2022","Tinro","copepod","Metridia pacifica C5-C6","Metridia pacifica","C5","","",2.557761958,639.4404895,"IYS2022-TINRO-3-20-Bongo-1"
"5923","T20","IYS2022","Tinro","copepod","Paraeuchaeta elongata C4-C6","Euchaeta elongata","C5","","",0.319720245,79.93006125,"IYS2022-TINRO-3-20-Bongo-1"
"5924","T20","IYS2022","Tinro","copepod","Eucalanus bungii C5-C6","Eucalanus bungii","C5","","",0.63944049,159.8601225,"IYS2022-TINRO-3-20-Bongo-1"
"5925","T20","IYS2022","Tinro","gastropod","Gastropoda","Echinospira sp.","","","5-8mm",0.039965031,9.99125775,"IYS2022-TINRO-3-20-Bongo-1"
"5926","T20","IYS2022","Tinro","cnidarian","Aglantha digitale","Aglantha digitale","","","10-20mm",0.119895092,29.973773,"IYS2022-TINRO-3-20-Bongo-1"
"5927","T20","IYS2022","Tinro","copepod","Scolecithricella minor","Scolecithricella minor","C4-5","","",1.278880979,319.72024475,"IYS2022-TINRO-3-20-Bongo-1"
"5928","T20","IYS2022","Tinro","copepod","Racovitzanus antarcticus","Racovitzanus antarcticus","C5","","",0.63944049,159.8601225,"IYS2022-TINRO-3-20-Bongo-1"
"5929","T20","IYS2022","Tinro","copepod","Paraeuchaeta elongata C4-C6","Euchaeta elongata","C6","M","",0.039965031,9.99125775,"IYS2022-TINRO-3-20-Bongo-1"
"5930","T20","IYS2022","Tinro","copepod","Pseudocalanus spp.","Pseudocalanus spp.","C6","F","",20.46209567,5115.5239175,"IYS2022-TINRO-3-20-Bongo-1"
"5931","T20","IYS2022","Tinro","cnidarian","Aegina spp.","Aegina","","","20mm",0.019982515,4.99562875,"IYS2022-TINRO-3-20-Bongo-1"
"5932","T20","IYS2022","Tinro","copepod","Neocalanus cristatus","Neocalanus cristatus","C2","","",3.197202448,799.300612,"IYS2022-TINRO-3-20-Bongo-1"
"5933","T20","IYS2022","Tinro","copepod","Oithona atlantica C6","Oithona spinirostris","C6","F","",3.836642937,959.16073425,"IYS2022-TINRO-3-20-Bongo-1"
"5934","T20","IYS2022","Tinro","copepod","Neocalanus flemingeri/plumchrus","Neocalanus plumchrus/flemingeri","C2","","",31.33258399,7833.1459975,"IYS2022-TINRO-3-20-Bongo-1"
"5935","T20","IYS2022","Tinro","copepod","Neocalanus flemingeri/plumchrus","Neocalanus plumchrus/flemingeri","C5","","",0.079930061,19.98251525,"IYS2022-TINRO-3-20-Bongo-1"
"5936","T20","IYS2022","Tinro","copepod","Eucalanus spp. C1-C4","Eucalanus bungii","C3","","",0.63944049,159.8601225,"IYS2022-TINRO-3-20-Bongo-1"
"5937","T20","IYS2022","Tinro","copepod","Metridia spp. C1-C4","Metridia pacifica","C4","","",2.557761958,639.4404895,"IYS2022-TINRO-3-20-Bongo-1"
"5938","T20","IYS2022","Tinro","copepod","Neocalanus flemingeri/plumchrus","Neocalanus plumchrus/flemingeri","C4","","",3.197202448,799.300612,"IYS2022-TINRO-3-20-Bongo-1"
"5939","T20","IYS2022","Tinro","copepod","Pseudocalanus spp.","Pseudocalanus spp.","C6","M","",4.476083427,1119.02085675,"IYS2022-TINRO-3-20-Bongo-1"
"5940","T20","IYS2022","Tinro","chaetognath","Eukrohnia hamata","Eukronia hamata","","","> 10mm",2.877482203,719.37055075,"IYS2022-TINRO-3-20-Bongo-1"
"5941","T20","IYS2022","Tinro","copepod","Pseudocalanus spp.","Pseudocalanus spp.","C4","","",1.918321469,479.58036725,"IYS2022-TINRO-3-20-Bongo-1"
"5942","T20","IYS2022","Tinro","chaetognath","Chaetognatha","Sagitta elegans","","","10-20mm",0.239790184,59.947546,"IYS2022-TINRO-3-20-Bongo-1"
"5943","T20","IYS2022","Tinro","copepod","Neocalanus flemingeri/plumchrus","Neocalanus plumchrus/flemingeri","C3","","",17.26489322,4316.223305,"IYS2022-TINRO-3-20-Bongo-1"
"5944","T21","IYS2022","Tinro","copepod","Eucalanus spp. C1-C4","Eucalanus bungii","C3","","",0.32611465,81.5286625,"IYS2022-TINRO-3-21-Bongo-1"
"5945","T21","IYS2022","Tinro","copepod","Pseudocalanus spp.","Pseudocalanus spp.","C6","F","",7.826751592,1956.687898,"IYS2022-TINRO-3-21-Bongo-1"
"5946","T21","IYS2022","Tinro","copepod","Calanus marshallae","Calanus marshallae","C5","","",0.081528662,20.3821655,"IYS2022-TINRO-3-21-Bongo-1"
"5947","T21","IYS2022","Tinro","copepod","Eucalanus spp. C1-C4","Eucalanus bungii","C4","","",1.304458599,326.11464975,"IYS2022-TINRO-3-21-Bongo-1"
"5948","T21","IYS2022","Tinro","copepod","Calanus marshallae","Calanus marshallae","C6","F","",0.122292994,30.5732485,"IYS2022-TINRO-3-21-Bongo-1"
"5949","T21","IYS2022","Tinro","copepod","Metridia spp. C1-C4","Metridia sp.","C3","","",2.608917197,652.22929925,"IYS2022-TINRO-3-21-Bongo-1"
"5950","T21","IYS2022","Tinro","copepod","Metridia spp. C1-C4","Metridia sp.","C1","","",0.32611465,81.5286625,"IYS2022-TINRO-3-21-Bongo-1"
"5951","T21","IYS2022","Tinro","copepod","Neocalanus cristatus","Neocalanus cristatus","C2","","",4.239490446,1059.8726115,"IYS2022-TINRO-3-21-Bongo-1"
"5952","T21","IYS2022","Tinro","copepod","Oithona spp. C3-C5","Oithona spp.","C5","","",0.652229299,163.05732475,"IYS2022-TINRO-3-21-Bongo-1"
"5953","T21","IYS2022","Tinro","copepod","Racovitzanus antarcticus","Racovitzanus antarcticus","C6","F","",0.32611465,81.5286625,"IYS2022-TINRO-3-21-Bongo-1"
"5954","T21","IYS2022","Tinro","copepod","Oithona atlantica C6","Oithona spinirostris","C6","F","",0.32611465,81.5286625,"IYS2022-TINRO-3-21-Bongo-1"
"5955","T21","IYS2022","Tinro","copepod","Scolecithricella minor","Scolecithricella minor","C4-5","","",1.956687898,489.1719745,"IYS2022-TINRO-3-21-Bongo-1"
"5956","T21","IYS2022","Tinro","appendicularian","Oikopleura spp.","Oikopleura","","","3-6mm",1.304458599,326.11464975,"IYS2022-TINRO-3-21-Bongo-1"
"5957","T21","IYS2022","Tinro","chaetognath","Chaetognatha","Sagitta elegans","","","20-35mm",0.122292994,30.5732485,"IYS2022-TINRO-3-21-Bongo-1"
"5958","T21","IYS2022","Tinro","copepod","Pseudocalanus spp.","Pseudocalanus spp.","C6","M","",1.304458599,326.11464975,"IYS2022-TINRO-3-21-Bongo-1"
"5959","T21","IYS2022","Tinro","copepod","Neocalanus cristatus","Neocalanus cristatus","C5","","",0.244585987,61.14649675,"IYS2022-TINRO-3-21-Bongo-1"
"5960","T21","IYS2022","Tinro","copepod","Scolecithricella minor","Scolecithricella minor","C6","M","",0.32611465,81.5286625,"IYS2022-TINRO-3-21-Bongo-1"
"5961","T21","IYS2022","Tinro","copepod","Pseudocalanus spp.","Pseudocalanus spp.","C4","","",0.32611465,81.5286625,"IYS2022-TINRO-3-21-Bongo-1"
"5962","T21","IYS2022","Tinro","copepod","Calanus pacificus","Calanus pacificus","C5","","",0.040764331,10.19108275,"IYS2022-TINRO-3-21-Bongo-1"
"5963","T21","IYS2022","Tinro","euphausiid","Thysanoessa longipes","Thysanoesa longipes","","","10-20mm",0.142675159,35.66878975,"IYS2022-TINRO-3-21-Bongo-1"
"5964","T21","IYS2022","Tinro","polychaete","Tomopteris spp.","Tomopteris","","","5-20mm",0.020382166,5.0955415,"IYS2022-TINRO-3-21-Bongo-1"
"5965","T21","IYS2022","Tinro","copepod","Eucalanus bungii C5-C6","Eucalanus bungii","C6","F","",0.081528662,20.3821655,"IYS2022-TINRO-3-21-Bongo-1"
"5966","T21","IYS2022","Tinro","chaetognath","Eukrohnia hamata","Eukronia hamata","","","> 10mm",2.608917197,652.22929925,"IYS2022-TINRO-3-21-Bongo-1"
"5967","T21","IYS2022","Tinro","copepod","Neocalanus flemingeri/plumchrus","Neocalanus plumchrus/flemingeri","C3","","",8.805095541,2201.27388525,"IYS2022-TINRO-3-21-Bongo-1"
"5968","T21","IYS2022","Tinro","copepod","Metridia spp. C1-C4","Metridia pacifica","C4","","",1.304458599,326.11464975,"IYS2022-TINRO-3-21-Bongo-1"
"5969","T21","IYS2022","Tinro","copepod","Metridia pacifica C5-C6","Metridia pacifica","C5","","",0.32611465,81.5286625,"IYS2022-TINRO-3-21-Bongo-1"
"5970","T21","IYS2022","Tinro","cnidarian","Aglantha digitale","Aglantha digitale","","","10-20mm",0.32611465,81.5286625,"IYS2022-TINRO-3-21-Bongo-1"
"5971","T21","IYS2022","Tinro","ostracod","Ostracoda","Ostracoda","","","1-3mm",0.081528662,20.3821655,"IYS2022-TINRO-3-21-Bongo-1"
"5972","T21","IYS2022","Tinro","copepod","Heterorhabdus tanneri C4-C6","Heterorhabdus tanneri","C6","F","",0.040764331,10.19108275,"IYS2022-TINRO-3-21-Bongo-1"
"5973","T21","IYS2022","Tinro","cnidarian","Dimophyes arctica","Dimophyes arctica","","","10-20mm",0.32611465,81.5286625,"IYS2022-TINRO-3-21-Bongo-1"
"5974","T21","IYS2022","Tinro","copepod","Pseudocalanus spp.","Pseudocalanus spp.","C5","","",2.935031847,733.75796175,"IYS2022-TINRO-3-21-Bongo-1"
"5975","T21","IYS2022","Tinro","copepod","Neocalanus flemingeri/plumchrus","Neocalanus plumchrus/flemingeri","C4","","",0.652229299,163.05732475,"IYS2022-TINRO-3-21-Bongo-1"
"5976","T21","IYS2022","Tinro","copepod","Scolecithricella minor","Scolecithricella minor","C6","F","",0.978343949,244.58598725,"IYS2022-TINRO-3-21-Bongo-1"
"5977","T21","IYS2022","Tinro","amphipod","Hyperia spp.","Hyperia juv","juvenile","","3-5mm",0.163057325,40.76433125,"IYS2022-TINRO-3-21-Bongo-1"
"5978","T21","IYS2022","Tinro","chaetognath","Chaetognatha","Sagitta elegans","","","10-20mm",0.081528662,20.3821655,"IYS2022-TINRO-3-21-Bongo-1"
"5979","T21","IYS2022","Tinro","isopod","Isopoda","Microniscid","","","3mm",0.081528662,20.3821655,"IYS2022-TINRO-3-21-Bongo-1"
"5980","T21","IYS2022","Tinro","copepod","Racovitzanus antarcticus","Racovitzanus antarcticus","C4","","",0.978343949,244.58598725,"IYS2022-TINRO-3-21-Bongo-1"
"5981","T21","IYS2022","Tinro","gastropod","Limacina helicina","Limacina helicina","","","sm >1mm",0.652229299,163.05732475,"IYS2022-TINRO-3-21-Bongo-1"
"5982","T21","IYS2022","Tinro","copepod","Metridia spp. C1-C4","Metridia sp.","C2","","",1.630573248,407.643312,"IYS2022-TINRO-3-21-Bongo-1"
"5983","T21","IYS2022","Tinro","copepod","Eucalanus bungii C5-C6","Eucalanus bungii","C5","","",0.163057325,40.76433125,"IYS2022-TINRO-3-21-Bongo-1"
"5984","T21","IYS2022","Tinro","copepod","Heterorhabdus tanneri C4-C6","Heterorhabdus tanneri","C6","M","",0.040764331,10.19108275,"IYS2022-TINRO-3-21-Bongo-1"
"5985","T21","IYS2022","Tinro","copepod","Neocalanus flemingeri/plumchrus","Neocalanus plumchrus/flemingeri","C2","","",5.543949045,1385.98726125,"IYS2022-TINRO-3-21-Bongo-1"
"5986","T21","IYS2022","Tinro","gastropod","Clione limacina","Clione limacina","","","20mm",0.020382166,5.0955415,"IYS2022-TINRO-3-21-Bongo-1"
"5987","T21","IYS2022","Tinro","isopod","Isopoda","Crytoniscid","","","1mm",0.32611465,81.5286625,"IYS2022-TINRO-3-21-Bongo-1"
"5988","T21","IYS2022","Tinro","euphausiid","Euphausia pacifica","Euphausia pacifica","","","15-30mm",0.040764331,10.19108275,"IYS2022-TINRO-3-21-Bongo-1"
"5989","T21","IYS2022","Tinro","copepod","Neocalanus cristatus","Neocalanus cristatus","C3","","",3.913375796,978.343949,"IYS2022-TINRO-3-21-Bongo-1"
"5990","T21","IYS2022","Tinro","copepod","Neocalanus flemingeri/plumchrus","Neocalanus plumchrus/flemingeri","C1","","",1.304458599,326.11464975,"IYS2022-TINRO-3-21-Bongo-1"
"5991","T21","IYS2022","Tinro","gastropod","Clione limacina","Clione limacina","","","2-8mm",0.081528662,20.3821655,"IYS2022-TINRO-3-21-Bongo-1"
"5992","T21","IYS2022","Tinro","copepod","Neocalanus cristatus","Neocalanus cristatus","C1","","",3.913375796,978.343949,"IYS2022-TINRO-3-21-Bongo-1"
"5993","T21","IYS2022","Tinro","copepod","Racovitzanus antarcticus","Racovitzanus antarcticus","C5","","",1.304458599,326.11464975,"IYS2022-TINRO-3-21-Bongo-1"
"5994","T21","IYS2022","Tinro","copepod","Neocalanus cristatus","Neocalanus cristatus","C4","","",0.32611465,81.5286625,"IYS2022-TINRO-3-21-Bongo-1"
"5995","T22","IYS2022","Tinro","copepod","Pseudocalanus spp.","Pseudocalanus spp.","C4","","",0.622356202,155.5890505,"IYS2022-TINRO-3-22-Bongo-1"
"5996","T22","IYS2022","Tinro","copepod","Racovitzanus antarcticus","Racovitzanus antarcticus","C5","","",1.244712403,311.17810075,"IYS2022-TINRO-3-22-Bongo-1"
"5997","T22","IYS2022","Tinro","isopod","Isopoda","Crytoniscid","","","1mm",0.311178101,77.79452525,"IYS2022-TINRO-3-22-Bongo-1"
"5998","T22","IYS2022","Tinro","copepod","Neocalanus flemingeri/plumchrus","Neocalanus plumchrus/flemingeri","C4","","",3.73413721,933.5343025,"IYS2022-TINRO-3-22-Bongo-1"
"5999","T22","IYS2022","Tinro","cnidarian","Siphonophorae","Siphonophore bract","bract","","5-20mm",0.933534303,233.38357575,"IYS2022-TINRO-3-22-Bongo-1"
"6000","T22","IYS2022","Tinro","gastropod","Limacina helicina","Limacina helicina","","","sm >1mm",5.601205815,1400.30145375,"IYS2022-TINRO-3-22-Bongo-1"
"6001","T22","IYS2022","Tinro","cnidarian","Dimophyes arctica","Dimophyes arctica","","","10-20mm",0.233383576,58.345894,"IYS2022-TINRO-3-22-Bongo-1"
"6002","T22","IYS2022","Tinro","chaetognath","Chaetognatha","Sagitta elegans","","","10-20mm",0.15558905,38.8972625,"IYS2022-TINRO-3-22-Bongo-1"
"6003","T22","IYS2022","Tinro","copepod","Scolecithricella minor","Scolecithricella minor","C6","F","",1.244712403,311.17810075,"IYS2022-TINRO-3-22-Bongo-1"
"6004","T22","IYS2022","Tinro","copepod","Metridia pacifica C5-C6","Metridia pacifica","C6","F","",6.845918219,1711.47955475,"IYS2022-TINRO-3-22-Bongo-1"
"6005","T22","IYS2022","Tinro","copepod","Neocalanus cristatus","Neocalanus cristatus","C5","","",0.388972626,97.2431565,"IYS2022-TINRO-3-22-Bongo-1"
"6006","T22","IYS2022","Tinro","copepod","Heterorhabdus tanneri C4-C6","Heterorhabdus tanneri","C6","F","",0.15558905,38.8972625,"IYS2022-TINRO-3-22-Bongo-1"
"6007","T22","IYS2022","Tinro","polychaete","Tomopteris spp.","Tomopteris","","","5-20mm",0.077794525,19.44863125,"IYS2022-TINRO-3-22-Bongo-1"
"6008","T22","IYS2022","Tinro","copepod","Heterorhabdus tanneri C4-C6","Heterorhabdus tanneri","C6","M","",0.077794525,19.44863125,"IYS2022-TINRO-3-22-Bongo-1"
"6009","T22","IYS2022","Tinro","copepod","Oithona spp. C3-C5","Oithona spp.","C5","","",5.601205815,1400.30145375,"IYS2022-TINRO-3-22-Bongo-1"
"6010","T22","IYS2022","Tinro","copepod","Microcalanus spp.","Microcalanus sp.","C5","","",0.622356202,155.5890505,"IYS2022-TINRO-3-22-Bongo-1"
"6011","T22","IYS2022","Tinro","copepod","Racovitzanus antarcticus","Racovitzanus antarcticus","C4","","",1.244712403,311.17810075,"IYS2022-TINRO-3-22-Bongo-1"
"6012","T22","IYS2022","Tinro","copepod","Heterorhabdus tanneri C4-C6","Heterorhabdus tanneri","C5","","",0.077794525,19.44863125,"IYS2022-TINRO-3-22-Bongo-1"
"6013","T22","IYS2022","Tinro","copepod","Candacia columbiae C5-C6","Candacia columbiae","C6","M","",0.077794525,19.44863125,"IYS2022-TINRO-3-22-Bongo-1"
"6014","T22","IYS2022","Tinro","copepod","Eucalanus bungii C5-C6","Eucalanus bungii","C5","","",2.489424807,622.35620175,"IYS2022-TINRO-3-22-Bongo-1"
"6015","T22","IYS2022","Tinro","thaliacea","Salpa aspera","Salpa aspera","","","10-20mm",0.933534303,233.38357575,"IYS2022-TINRO-3-22-Bongo-1"
"6016","T22","IYS2022","Tinro","copepod","Eucalanus spp. C1-C4","Eucalanus bungii","C3","","",3.111781008,777.945252,"IYS2022-TINRO-3-22-Bongo-1"
"6017","T22","IYS2022","Tinro","copepod","Aetideidae","Aetideidae","C6","F","",0.077794525,19.44863125,"IYS2022-TINRO-3-22-Bongo-1"
"6018","T22","IYS2022","Tinro","copepod","Oithona similis C6","Oithona similis","C6","F","",0.622356202,155.5890505,"IYS2022-TINRO-3-22-Bongo-1"
"6019","T22","IYS2022","Tinro","copepod","Neocalanus cristatus","Neocalanus cristatus","C1","","",6.223562017,1555.89050425,"IYS2022-TINRO-3-22-Bongo-1"
"6020","T22","IYS2022","Tinro","copepod","Metridia spp. C1-C4","Metridia sp.","C2","","",8.712986824,2178.246706,"IYS2022-TINRO-3-22-Bongo-1"
"6021","T22","IYS2022","Tinro","copepod","Eucalanus spp. C1-C4","Eucalanus bungii","C4","","",5.601205815,1400.30145375,"IYS2022-TINRO-3-22-Bongo-1"
"6022","T22","IYS2022","Tinro","ostracod","Ostracoda","Ostracoda","","","1-3mm",6.845918219,1711.47955475,"IYS2022-TINRO-3-22-Bongo-1"
"6023","T22","IYS2022","Tinro","appendicularian","Oikopleura spp.","Oikopleura","","","3-6mm",6.223562017,1555.89050425,"IYS2022-TINRO-3-22-Bongo-1"
"6024","T22","IYS2022","Tinro","copepod","Neocalanus cristatus","Neocalanus cristatus","C2","","",4.356493412,1089.123353,"IYS2022-TINRO-3-22-Bongo-1"
"6025","T22","IYS2022","Tinro","copepod","Pseudocalanus spp.","Pseudocalanus spp.","C5","","",6.223562017,1555.89050425,"IYS2022-TINRO-3-22-Bongo-1"
"6026","T22","IYS2022","Tinro","copepod","Metridia spp. C1-C4","Metridia sp.","C3","","",32.98487869,8246.2196725,"IYS2022-TINRO-3-22-Bongo-1"
"6027","T22","IYS2022","Tinro","copepod","Pseudocalanus spp.","Pseudocalanus spp.","C6","M","",3.111781008,777.945252,"IYS2022-TINRO-3-22-Bongo-1"
"6028","T22","IYS2022","Tinro","copepod","Neocalanus flemingeri/plumchrus","Neocalanus plumchrus/flemingeri","C2","","",8.712986824,2178.246706,"IYS2022-TINRO-3-22-Bongo-1"
"6029","T22","IYS2022","Tinro","copepod","Neocalanus flemingeri/plumchrus","Neocalanus plumchrus/flemingeri","C3","","",15.55890504,3889.72626,"IYS2022-TINRO-3-22-Bongo-1"
"6030","T22","IYS2022","Tinro","copepod","Neocalanus cristatus","Neocalanus cristatus","C4","","",1.244712403,311.17810075,"IYS2022-TINRO-3-22-Bongo-1"
"6031","T22","IYS2022","Tinro","copepod","Pseudocalanus spp.","Pseudocalanus spp.","C6","F","",13.69183644,3422.95911,"IYS2022-TINRO-3-22-Bongo-1"
"6032","T22","IYS2022","Tinro","copepod","Racovitzanus antarcticus","Racovitzanus antarcticus","C6","F","",0.622356202,155.5890505,"IYS2022-TINRO-3-22-Bongo-1"
"6033","T22","IYS2022","Tinro","copepod","Neocalanus flemingeri/plumchrus","Neocalanus plumchrus/flemingeri","C5","","",0.077794525,19.44863125,"IYS2022-TINRO-3-22-Bongo-1"
"6034","T22","IYS2022","Tinro","copepod","Metridia spp. C1-C4","Metridia pacifica","C4","","",8.712986824,2178.246706,"IYS2022-TINRO-3-22-Bongo-1"
"6035","T22","IYS2022","Tinro","copepod","Metridia spp. C1-C4","Metridia sp.","C1","","",1.244712403,311.17810075,"IYS2022-TINRO-3-22-Bongo-1"
"6036","T22","IYS2022","Tinro","copepod","Neocalanus cristatus","Neocalanus cristatus","C3","","",2.489424807,622.35620175,"IYS2022-TINRO-3-22-Bongo-1"
"6037","T22","IYS2022","Tinro","gastropod","Clione limacina","Clione limacina","","","2-8mm",1.867068605,466.76715125,"IYS2022-TINRO-3-22-Bongo-1"
"6038","T22","IYS2022","Tinro","copepod","Euchaetidae C1-C3","Euchaeta elongata","C2","","",0.622356202,155.5890505,"IYS2022-TINRO-3-22-Bongo-1"
"6039","T22","IYS2022","Tinro","euphausiid","Euphausiidae","Euphausiidae","furcilia","","5-10mm",0.077794525,19.44863125,"IYS2022-TINRO-3-22-Bongo-1"
"6040","T22","IYS2022","Tinro","copepod","Euchaetidae C1-C3","Euchaeta elongata","C3","","",0.622356202,155.5890505,"IYS2022-TINRO-3-22-Bongo-1"
"6041","T22","IYS2022","Tinro","copepod","Oithona atlantica C6","Oithona spinirostris","C6","F","",5.601205815,1400.30145375,"IYS2022-TINRO-3-22-Bongo-1"
"6042","T22","IYS2022","Tinro","chaetognath","Eukrohnia hamata","Eukronia hamata","","","> 10mm",5.912383916,1478.095979,"IYS2022-TINRO-3-22-Bongo-1"
"6043","T22","IYS2022","Tinro","gastropod","Clione limacina","Clione limacina","","","20mm",0.019448631,4.86215775,"IYS2022-TINRO-3-22-Bongo-1"
"6044","T22","IYS2022","Tinro","copepod","Scolecithricella minor","Scolecithricella minor","C4-5","","",2.489424807,622.35620175,"IYS2022-TINRO-3-22-Bongo-1"
"6045","T22","IYS2022","Tinro","amphipod","Themisto pacifica","Parathemisto pacifica","","","3-10mm",0.077794525,19.44863125,"IYS2022-TINRO-3-22-Bongo-1"
"6046","T22","IYS2022","Tinro","copepod","Neocalanus flemingeri/plumchrus","Neocalanus plumchrus/flemingeri","C1","","",8.090630622,2022.6576555,"IYS2022-TINRO-3-22-Bongo-1"
"6047","T22","IYS2022","Tinro","copepod","Metridia pacifica C5-C6","Metridia pacifica","C5","","",5.601205815,1400.30145375,"IYS2022-TINRO-3-22-Bongo-1"
"6048","T22","IYS2022","Tinro","amphipod","Hyperia spp.","Hyperia juv","juvenile","","3-5mm",0.311178101,77.79452525,"IYS2022-TINRO-3-22-Bongo-1"
"6049","T22","IYS2022","Tinro","copepod","Scolecithricella minor","Scolecithricella minor","C6","M","",0.622356202,155.5890505,"IYS2022-TINRO-3-22-Bongo-1"
"6050","T22","IYS2022","Tinro","cnidarian","Aglantha digitale","Aglantha digitale","","","10-20mm",0.194486313,48.62157825,"IYS2022-TINRO-3-22-Bongo-1"
"6051","T23","IYS2022","Tinro","copepod","Paraeuchaeta elongata C4-C6","Euchaeta elongata","C5","","",2.461242639,615.31065975,"IYS2022-TINRO-3-23-Bongo-1"
"6052","T23","IYS2022","Tinro","chaetognath","Chaetognatha","Sagitta elegans","","","20-35mm",0.153827665,38.45691625,"IYS2022-TINRO-3-23-Bongo-1"
"6053","T23","IYS2022","Tinro","amphipod","Primno abyssalis","Primno macropa","","","5-15mm",0.038456916,9.614229,"IYS2022-TINRO-3-23-Bongo-1"
"6054","T23","IYS2022","Tinro","copepod","Euchaetidae C1-C3","Euchaeta elongata","C3","","",0.61531066,153.827665,"IYS2022-TINRO-3-23-Bongo-1"
"6055","T23","IYS2022","Tinro","gastropod","Limacina helicina","Limacina helicina","","","sm >1mm",3.691863959,922.96598975,"IYS2022-TINRO-3-23-Bongo-1"
"6056","T23","IYS2022","Tinro","gastropod","Gastropoda","Gastropoda ","","","lar >1mm",0.61531066,153.827665,"IYS2022-TINRO-3-23-Bongo-1"
"6057","T23","IYS2022","Tinro","fish","Fish","Fish larvae","larvae","","10mm",0.019228458,4.8071145,"IYS2022-TINRO-3-23-Bongo-1"
